"rank","net_worth","category","personName","age","country","city","source","industries","countryOfCitizenship","organization","selfMade","gender","title","state","residenceStateRegion","cpi_country","cpi_change_country","gdp_country","gross_tertiary_education_enrollment","gross_primary_education_enrollment_country","life_expectancy_country","tax_revenue_country_country","total_tax_rate_country","population_country","latitude_country","longitude_country","gdp_country_numeric","log_net_worth","log_cpi_country","log_cpi_change_country","log_gross_primary_education_enrollment_country","exp_life_expectancy_country","exp_latitude_country"
1027,2900,"Finance & Investments","Karthik Sarma",48,"United States","New York","Hedge fund","Finance & Investments","India","",TRUE,"M","","New York","Northeast",117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,2.14277e+13,7.97246601597457,4.76422311584269,2.34180580614733,4.62301010411642,2.24648000391815,2.13503564342999
1027,2900,"Healthcare","Sybill Storz",85,"Germany","Leipzig","Medical devices","Healthcare","Germany","",FALSE,"F","","","",112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526,3845630030824,7.97246601597457,4.72605950326354,1.45861502269952,4.64439089914137,2.43423394896548,2.44824446910457
1027,2900,"Finance & Investments","Daniel Sundheim",46,"United States","New York","Hedge funds","Finance & Investments","United States","",TRUE,"M","Investor","New York","Northeast",117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,2.14277e+13,7.97246601597457,4.76422311584269,2.34180580614733,4.62301010411642,2.24648000391815,2.13503564342999
1027,2900,"Food & Beverage","William Wrigley, Jr.",59,"United States","North Palm Beach","Chewing gum","Food & Beverage","United States","Wrigley Management, Inc.",FALSE,"M","Investor","Florida","South",117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,2.14277e+13,7.97246601597457,4.76422311584269,2.34180580614733,4.62301010411642,2.24648000391815,2.13503564342999
1027,2900,"Fashion & Retail","Zhang Wenzhong",61,"China","Beijing","Supermarkets","Fashion & Retail","China","",TRUE,"M","","","",125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,1.991e+13,7.97246601597457,4.82895353258964,1.75785791755237,4.60716818865076,2.13656056702872,2.10967739208507
1027,2900,"Fashion & Retail","Zhou Jianping",62,"China","Jiangyin","Fashion retail","Fashion & Retail","China","",TRUE,"M","","","",125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,1.991e+13,7.97246601597457,4.82895353258964,1.75785791755237,4.60716818865076,2.13656056702872,2.10967739208507
1067,2800,"Fashion & Retail","Joy Alukkas",66,"India","Cochin","Jewelry","Fashion & Retail","India","",FALSE,"M","","","",180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288,2.611e+12,7.9373746961633,5.1953983125402,2.36085400111802,4.72738781871234,1.6570132294805,1.81856822703354
1067,2800,"Healthcare","Kang An",74,"China","Xinxiang","Pharmaceuticals","Healthcare","China","",TRUE,"M","","","",125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,1.991e+13,7.9373746961633,4.82895353258964,1.75785791755237,4.60716818865076,2.13656056702872,2.10967739208507
1067,2800,"Technology","Garrett Camp",44,"United States","San Francisco","Uber","Technology","Canada","Uber Technologies Inc.",TRUE,"M","Cofounder and Chairman","California","West",117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,2.14277e+13,7.9373746961633,4.76422311584269,2.34180580614733,4.62301010411642,2.24648000391815,2.13503564342999
1067,2800,"Gambling & Casinos","Chen Lip Keong",75,"Cambodia","Phnom Penh","Casinos, property, energy","Gambling & Casinos","Malaysia","",TRUE,"M","","","",127.63,2.5,"$27,089,389,787 ",13.7,107.4,69.6,17.1,23.1,16486542,12.565679,104.990963,27089389787,7.9373746961633,4.8491354529946,1.68639895357023,4.67656018207476,1.66813408203466,1.68198526872415
1067,2800,"Real Estate","Choo Chong Ngen",69,"Singapore","Singapore","Hotels","Real Estate","Singapore","",TRUE,"M","","","",114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21,5703569,1.352083,103.819836,372062527489,7.9373746961633,4.73978848771285,1.25276296849537,4.61115225766564,2.62009532930275,1.50820363687946
1067,2800,"Automotive","Euisun Chung",52,"South Korea","Seoul","Hyundai","Automotive","South Korea","Hyundai Motor Co. Ltd.",FALSE,"M","","","",115.16,0.4,"$2,029,000,000,000 ",94.3,98.1,82.6,15.6,33.2,51709098,35.907757,127.766922,2.029e+12,7.9373746961633,4.74632246574398,1.19392246847243,4.58598736657132,2.57664533294226,2.11062338689072
1067,2800,"Diversified","Smita Crishna-Godrej",72,"India","Mumbai","Consumer goods","Diversified","India","",FALSE,"F","","","",180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288,2.611e+12,7.9373746961633,5.1953983125402,2.36085400111802,4.72738781871234,1.6570132294805,1.81856822703354
1067,2800,"Fashion & Retail","Eleanor Butt Crook & family",90,"United States","San Marcos","Supermarkets","Fashion & Retail","United States","",FALSE,"F","","Texas","South",117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,2.14277e+13,7.9373746961633,4.76422311584269,2.34180580614733,4.62301010411642,2.24648000391815,2.13503564342999
1067,2800,"Manufacturing","Du Jiangtao & family",53,"China","Beijing","Chemicals","Manufacturing","China","",TRUE,"M","","","",125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,1.991e+13,7.9373746961633,4.82895353258964,1.75785791755237,4.60716818865076,2.13656056702872,2.10967739208507
1067,2800,"Sports","Lorenzo Fertitta",54,"United States","Las Vegas","Casinos, mixed martial arts","Sports","United States","",FALSE,"M","","Nevada","West",117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,2.14277e+13,7.9373746961633,4.76422311584269,2.34180580614733,4.62301010411642,2.24648000391815,2.13503564342999
1067,2800,"Technology","Sebastian Glaser",,"Germany","Munich","Sensor technology","Technology","Germany","",FALSE,"M","","","",112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526,3845630030824,7.9373746961633,4.72605950326354,1.45861502269952,4.64439089914137,2.43423394896548,2.44824446910457
1067,2800,"Diversified","Adi Godrej",81,"India","Mumbai","Consumer goods","Diversified","India","",FALSE,"M","","","",180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288,2.611e+12,7.9373746961633,5.1953983125402,2.36085400111802,4.72738781871234,1.6570132294805,1.81856822703354
1067,2800,"Diversified","Jamshyd Godrej",74,"India","Mumbai","Diversified","Diversified","India","",FALSE,"M","","","",180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288,2.611e+12,7.9373746961633,5.1953983125402,2.36085400111802,4.72738781871234,1.6570132294805,1.81856822703354
1067,2800,"Real Estate","Lee Yeow Chor",56,"Malaysia","","Palm oil, property","Real Estate","Malaysia","",FALSE,"M","","","",121.46,0.7,"$364,701,517,788 ",45.1,105.3,76,12,38.7,32447385,4.210484,101.975766,364701517788,7.9373746961633,4.79958499046943,1.28093384546206,4.65681341913993,2.06628541212595,1.55071805512414
1067,2800,"Manufacturing","Li Weiguo",58,"China","Beijing","Construction materials","Manufacturing","China","",TRUE,"M","","","",125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,1.991e+13,7.9373746961633,4.82895353258964,1.75785791755237,4.60716818865076,2.13656056702872,2.10967739208507
1067,2800,"Manufacturing","Dmitry Mazepin",54,"Russia","Moscow","Chemicals","Manufacturing","Russia","",TRUE,"M","","","",180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756,1699876578871,7.9373746961633,5.19711486103887,2.00148000021012,4.63083793273667,1.85036814276923,2.70772530162082
1067,2800,"Fashion & Retail","Drayton McLane, Jr.",86,"United States","Temple","Walmart, logistics","Fashion & Retail","United States","",FALSE,"M","","Texas","South",117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,2.14277e+13,7.9373746961633,4.76422311584269,2.34180580614733,4.62301010411642,2.24648000391815,2.13503564342999
1067,2800,"Telecom","Najib Mikati",67,"Lebanon","Beirut","Telecom","Telecom","Lebanon","",TRUE,"M","","","",130.02,3,"$53,367,042,272 ",26.3,95.1,78.9,15.3,32.2,6855713,33.854721,35.862285,53367042272,7.9373746961633,4.86768828477632,1.77495235091167,4.55492896955134,2.27673517260143,2.06889980646162
1067,2800,"Telecom","Taha Mikati",78,"Lebanon","Beirut","Telecom","Telecom","Lebanon","",TRUE,"M","","","",130.02,3,"$53,367,042,272 ",26.3,95.1,78.9,15.3,32.2,6855713,33.854721,35.862285,53367042272,7.9373746961633,4.86768828477632,1.77495235091167,4.55492896955134,2.27673517260143,2.06889980646162
1067,2800,"Real Estate","Akira Mori & family",86,"Japan","Tokyo","Real estate","Real Estate","Japan","",FALSE,"M","","","",105.48,0.5,"$5,081,769,542,380 ",63.2,98.8,84.2,11.9,46.7,126226568,36.204824,138.252924,5081769542380,7.9373746961633,4.65852136148509,1.22377543162212,4.59309760475382,2.71828182845905,2.11672992888406
1067,2800,"Diversified","Rishad Naoroji",71,"India","Mumbai","Consumer goods","Diversified","India","",FALSE,"M","","","",180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288,2.611e+12,7.9373746961633,5.1953983125402,2.36085400111802,4.72738781871234,1.6570132294805,1.81856822703354
1067,2800,"Diversified","Philip Niarchos",69,"France","Paris","Art collection","Diversified","Greece","",FALSE,"M","","","",110.05,1.1,"$2,715,518,274,227 ",65.6,102.5,82.5,24.2,60.7,67059887,46.227638,2.213749,2715518274227,7.9373746961633,4.70093480797247,1.38629436111989,4.62986279857846,2.5680421845777,2.33344849204226
1067,2800,"Technology","Nandan Nilekani",67,"India","Bangalore","Software services","Technology","India","",TRUE,"M","","","",180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288,2.611e+12,7.9373746961633,5.1953983125402,2.36085400111802,4.72738781871234,1.6570132294805,1.81856822703354
1067,2800,"Fashion & Retail","Benjamin Otto",,"Germany","Hamburg","Retail","Fashion & Retail","Germany","",FALSE,"M","","","",112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526,3845630030824,7.9373746961633,4.72605950326354,1.45861502269952,4.64439089914137,2.43423394896548,2.44824446910457
1067,2800,"Diversified","Maren Otto",,"Germany","Berlin","Retail, real estate","Diversified","Germany","",FALSE,"F","","","",112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526,3845630030824,7.9373746961633,4.72605950326354,1.45861502269952,4.64439089914137,2.43423394896548,2.44824446910457
1067,2800,"Service","Ranjan Pai",50,"India","Bangalore","Education","Service","India","",FALSE,"M","","","",180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288,2.611e+12,7.9373746961633,5.1953983125402,2.36085400111802,4.72738781871234,1.6570132294805,1.81856822703354
1067,2800,"Manufacturing","Madhukar Parekh",76,"India","Mumbai","Adhesives","Manufacturing","India","",FALSE,"M","","","",180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288,2.611e+12,7.9373746961633,5.1953983125402,2.36085400111802,4.72738781871234,1.6570132294805,1.81856822703354
1067,2800,"Technology","Sean Parker",43,"United States","Los Angeles","Facebook","Technology","United States","",TRUE,"M","","California","West",117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,2.14277e+13,7.9373746961633,4.76422311584269,2.34180580614733,4.62301010411642,2.24648000391815,2.13503564342999
1067,2800,"Healthcare","Stewart Rahr",77,"United States","New York","Drug distribution","Healthcare","United States","",FALSE,"M","","New York","Northeast",117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,2.14277e+13,7.9373746961633,4.76422311584269,2.34180580614733,4.62301010411642,2.24648000391815,2.13503564342999
1067,2800,"Media & Entertainment","Su Hua",41,"China","Beijing","Video streaming","Media & Entertainment","China","",TRUE,"M","","","",125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,1.991e+13,7.9373746961633,4.82895353258964,1.75785791755237,4.60716818865076,2.13656056702872,2.10967739208507
1067,2800,"Manufacturing","Sun Shoukuan",73,"China","Yingkou","Metals, coal","Manufacturing","China","",TRUE,"M","","","",125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,1.991e+13,7.9373746961633,4.82895353258964,1.75785791755237,4.60716818865076,2.13656056702872,2.10967739208507
1067,2800,"Manufacturing","Tseng Cheng",61,"Taiwan","","Petrochemicals","Manufacturing","Taiwan","",FALSE,"M","","","",,,"",,,,,,,,,,7.9373746961633,,,,,
1067,2800,"Logistics","Tung Chee Hwa",85,"Hong Kong","Hong Kong","Shipping","Logistics","Hong Kong","",FALSE,"M","","","",,,"",,,,,,,,,,7.9373746961633,,,,,
1067,2800,"Technology","Meg Whitman",66,"United States","Los Angeles","EBay","Technology","United States","Quibi",TRUE,"F","CEO","California","West",117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,2.14277e+13,7.9373746961633,4.76422311584269,2.34180580614733,4.62301010411642,2.24648000391815,2.13503564342999
1067,2800,"Manufacturing","Wong Luen Hei",61,"Hong Kong","Hong Kong","Building materials","Manufacturing","China","",TRUE,"M","","","",,,"",,,,,,,,,,7.9373746961633,,,,,
1067,2800,"Healthcare","Chenghai Ye & family",79,"Hong Kong","Hong Kong","Pharmaceuticals","Healthcare","Hong Kong","",TRUE,"M","","","",,,"",,,,,,,,,,7.9373746961633,,,,,
1067,2800,"Manufacturing","Zhu Xingming",56,"China","Shenzhen","Electrical equipment","Manufacturing","China","",TRUE,"M","","","",125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,1.991e+13,7.9373746961633,4.82895353258964,1.75785791755237,4.60716818865076,2.13656056702872,2.10967739208507
1104,2700,"Finance & Investments","Jose Joao Abdalla Filho",77,"Brazil","Rio de Janeiro","Investments","Finance & Investments","Brazil","",FALSE,"M","","","",167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,14.2,65.1,212559417,-14.235004,-51.92528,1839758040766,7.90100705199242,5.12038615805537,1.88706964903238,4.748404354074,2.04565711098374,1.29606183923249
1104,2700,"Finance & Investments","Juan Abello",81,"Spain","Madrid","Investments","Finance & Investments","Spain","",FALSE,"M","","","",110.96,0.7,"$1,394,116,310,769 ",88.9,102.7,83.3,14.2,47,47076781,40.463667,-3.74922,1394116310769,7.90100705199242,4.70916977600658,1.28093384546206,4.63181211693451,2.6376797959302,2.20624264256544
1104,2700,"Diversified","Suhail Bahwan",84,"Oman","Muscat","Diversified","Diversified","Oman","",TRUE,"M","","","",113.53,0.1,"$76,983,094,928 ",38,103.4,77.6,2.5,27.4,5266535,21.4735329,55.975413,76983094928,7.90100705199242,4.73206711917644,1.09861228866811,4.63860496207433,2.17986775920698,1.83419609706105
1104,2700,"Diversified","Madhur Bajaj",70,"India","Mumbai","Diversified","Diversified","India","",FALSE,"M","","","",180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288,2.611e+12,7.90100705199242,5.1953983125402,2.36085400111802,4.72738781871234,1.6570132294805,1.81856822703354
1104,2700,"Diversified","Niraj Bajaj",68,"India","Mumbai","Diversified","Diversified","India","",FALSE,"M","","","",180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288,2.611e+12,7.90100705199242,5.1953983125402,2.36085400111802,4.72738781871234,1.6570132294805,1.81856822703354
1104,2700,"Diversified","Shekhar Bajaj",74,"India","Mumbai","Diversified","Diversified","India","",FALSE,"M","","","",180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288,2.611e+12,7.90100705199242,5.1953983125402,2.36085400111802,4.72738781871234,1.6570132294805,1.81856822703354
1104,2700,"Finance & Investments","Harindarpal Banga",72,"Hong Kong","Hong Kong","Commodities","Finance & Investments","India","",TRUE,"M","","","",,,"",,,,,,,,,,7.90100705199242,,,,,
1104,2700,"Healthcare","Ulrike Baro",,"Germany","Munich","Biopharmaceuticals","Healthcare","Germany","",FALSE,"F","","","",112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526,3845630030824,7.90100705199242,4.72605950326354,1.45861502269952,4.64439089914137,2.43423394896548,2.44824446910457
1104,2700,"Healthcare","Anne Beaufour",59,"United Kingdom","","Pharmaceuticals","Healthcare","France","",FALSE,"F","","","",119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973,2827113184696,7.90100705199242,4.78432005161641,1.52605630349505,4.61709875685337,2.46701775234324,2.55062304100837
1104,2700,"Healthcare","Henri Beaufour",57,"United Kingdom","London","Pharmaceuticals","Healthcare","France","",FALSE,"M","","","",119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973,2827113184696,7.90100705199242,4.78432005161641,1.52605630349505,4.61709875685337,2.46701775234324,2.55062304100837
1104,2700,"Manufacturing","Andrei Bokarev",56,"Russia","Moscow","Metals, mining","Manufacturing","Russia","",TRUE,"M","","","",180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756,1699876578871,7.90100705199242,5.19711486103887,2.00148000021012,4.63083793273667,1.85036814276923,2.70772530162082
1104,2700,"Food & Beverage","Jack Cowin",80,"Australia","Sydney","Fast food","Food & Beverage","Australia","",TRUE,"M","","","",119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,23,47.4,25766605,-25.274398,133.775136,1392680589329,7.90100705199242,4.78582368568135,1.50407739677627,4.60816569496789,2.58527730254747,1.16412411610534
1104,2700,"Finance & Investments","Glenn Dubin",65,"United States","New York","Hedge funds","Finance & Investments","United States","",TRUE,"M","","New York","Northeast",117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,2.14277e+13,7.90100705199242,4.76422311584269,2.34180580614733,4.62301010411642,2.24648000391815,2.13503564342999
1104,2700,"Energy","N. Murray Edwards",63,"United Kingdom","London","Oil & gas","Energy","Canada","",TRUE,"M","","","",119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973,2827113184696,7.90100705199242,4.78432005161641,1.52605630349505,4.61709875685337,2.46701775234324,2.55062304100837
1104,2700,"Sports","Frank Fertitta, III.",61,"United States","Las Vegas","Casinos, mixed martial arts","Sports","United States","",FALSE,"M","","Nevada","West",117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,2.14277e+13,7.90100705199242,4.76422311584269,2.34180580614733,4.62301010411642,2.24648000391815,2.13503564342999
1104,2700,"Automotive","Abhay Firodia",78,"India","Pune","Automobiles","Automotive","India","",FALSE,"M","","","",180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288,2.611e+12,7.90100705199242,5.1953983125402,2.36085400111802,4.72738781871234,1.6570132294805,1.81856822703354
1104,2700,"Finance & Investments","Bruce Flatt",57,"United Kingdom","London","Money management","Finance & Investments","Canada","",TRUE,"M","Investor","","",119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973,2827113184696,7.90100705199242,4.78432005161641,1.52605630349505,4.61709875685337,2.46701775234324,2.55062304100837
1104,2700,"Service","Miguel Fluxa Rossello",84,"Spain","Esporles","Hotels","Service","Spain","",FALSE,"M","","","",110.96,0.7,"$1,394,116,310,769 ",88.9,102.7,83.3,14.2,47,47076781,40.463667,-3.74922,1394116310769,7.90100705199242,4.70916977600658,1.28093384546206,4.63181211693451,2.6376797959302,2.20624264256544
1104,2700,"Metals & Mining","Robert Friedland",72,"Singapore","Singapore","Mining","Metals & Mining","United States","Ivanhoe Mines Ltd.",TRUE,"M","Founder and Executive Chairman","","",114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21,5703569,1.352083,103.819836,372062527489,7.90100705199242,4.73978848771285,1.25276296849537,4.61115225766564,2.62009532930275,1.50820363687946
1104,2700,"Metals & Mining","Alexander Frolov",58,"Russia","Moscow","Mining, steel","Metals & Mining","Russia","",TRUE,"M","","","",180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756,1699876578871,7.90100705199242,5.19711486103887,2.00148000021012,4.63083793273667,1.85036814276923,2.70772530162082
1104,2700,"Diversified","Nadir Godrej",72,"India","Mumbai","Consumer goods","Diversified","India","",FALSE,"M","","","",180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288,2.611e+12,7.90100705199242,5.1953983125402,2.36085400111802,4.72738781871234,1.6570132294805,1.81856822703354
1104,2700,"Service","Maggie Hardy",57,"United States","Belle Vernon","Building materials","Service","United States","",FALSE,"F","","Pennsylvania","Northeast",117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,2.14277e+13,7.90100705199242,4.76422311584269,2.34180580614733,4.62301010411642,2.24648000391815,2.13503564342999
1104,2700,"Finance & Investments","Nithin Kamath",43,"India","Bangalore","Financial services","Finance & Investments","India","",TRUE,"M","","","",180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288,2.611e+12,7.90100705199242,5.1953983125402,2.36085400111802,4.72738781871234,1.6570132294805,1.81856822703354
1104,2700,"Construction & Engineering","Samvel Karapetyan",57,"Russia","Moscow","Real estate","Construction & Engineering","Russia","",TRUE,"M","","","",180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756,1699876578871,7.90100705199242,5.19711486103887,2.00148000021012,4.63083793273667,1.85036814276923,2.70772530162082
1104,2700,"Real Estate","Kei Hoi Pang",57,"Hong Kong","Hong Kong","Real estate","Real Estate","China","",TRUE,"M","","","",,,"",,,,,,,,,,7.90100705199242,,,,,
1104,2700,"Diversified","Mustafa Rahmi Koc",92,"Turkey","Istanbul","Diversified","Diversified","Turkey","",FALSE,"M","","","",234.44,15.2,"$754,411,708,203 ",23.9,93.2,77.4,17.9,42.3,83429615,38.963745,35.243322,754411708203,7.90100705199242,5.45719969160823,2.89591193827178,4.53474772169155,2.16533536148261,2.174293373832
1104,2700,"Finance & Investments","Yuri Kovalchuk & family",71,"Russia","St. Petersburg","Banking, insurance, media","Finance & Investments","Russia","",TRUE,"M","","","",180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756,1699876578871,7.90100705199242,5.19711486103887,2.00148000021012,4.63083793273667,1.85036814276923,2.70772530162082
1104,2700,"Real Estate","Geoffrey Kwok",37,"Hong Kong","Hong Kong","Real estate","Real Estate","Hong Kong","",FALSE,"M","","","",,,"",,,,,,,,,,7.90100705199242,,,,,
1104,2700,"Real Estate","Jonathan Kwok",31,"Hong Kong","Hong Kong","Real Estate","Real Estate","Hong Kong","",FALSE,"M","","","",,,"",,,,,,,,,,7.90100705199242,,,,,
1104,2700,"Manufacturing","Hans Langer",71,"Germany","Gräfelfing","3D printing","Manufacturing","Germany","",TRUE,"M","","","",112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526,3845630030824,7.90100705199242,4.72605950326354,1.45861502269952,4.64439089914137,2.43423394896548,2.44824446910457
1104,2700,"Manufacturing","Frank Laukien",63,"United States","Boston","Scientific equipment","Manufacturing","United States","",FALSE,"M","","Massachusetts","Northeast",117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,2.14277e+13,7.90100705199242,4.76422311584269,2.34180580614733,4.62301010411642,2.24648000391815,2.13503564342999
1104,2700,"Real Estate","Maritsa Lazari & family",78,"United Kingdom","London","Real estate","Real Estate","United Kingdom","",TRUE,"F","","","",119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973,2827113184696,7.90100705199242,4.78432005161641,1.52605630349505,4.61709875685337,2.46701775234324,2.55062304100837
1104,2700,"Real Estate","Angela Leong",62,"Hong Kong","Hong Kong","Casinos","Real Estate","Hong Kong","",FALSE,"F","","","",,,"",,,,,,,,,,7.90100705199242,,,,,
1104,2700,"Technology","Li Zhongchu",59,"China","Beijing","Software","Technology","China","",TRUE,"M","","","",125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,1.991e+13,7.90100705199242,4.82895353258964,1.75785791755237,4.60716818865076,2.13656056702872,2.10967739208507
1104,2700,"Food & Beverage","Liang Yunchao",54,"China","Guangzhou","Nutritional supplements","Food & Beverage","China","",TRUE,"M","","","",125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,1.991e+13,7.90100705199242,4.82895353258964,1.75785791755237,4.60716818865076,2.13656056702872,2.10967739208507
1104,2700,"Sports","Vincent McMahon",77,"United States","Greenwich","Entertainment","Sports","United States","",TRUE,"M","","Connecticut","Northeast",117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,2.14277e+13,7.90100705199242,4.76422311584269,2.34180580614733,4.62301010411642,2.24648000391815,2.13503564342999
1104,2700,"Metals & Mining","Patrice Motsepe",61,"South Africa","Johannesburg","Mining","Metals & Mining","South Africa","",TRUE,"M","","","",158.93,4.1,"$351,431,649,241 ",22.4,100.9,63.9,27.5,29.2,58558270,-30.559482,22.937506,351431649241,7.90100705199242,5.06846385370873,1.94591014905531,4.61412992735956,1.37860240241152,1.10580102613858
1104,2700,"Telecom","Denis O'Brien",64,"Ireland","Dublin","Telecom","Telecom","Ireland","",TRUE,"M","","","",,,"",,,,,,,,,,7.90100705199242,,,,,
1104,2700,"Food & Beverage","Timm Oberwelland",,"","","Candy","Food & Beverage","Germany","",FALSE,"M","","","",,,"",,,,,,,,,,7.90100705199242,,,,,
1104,2700,"Diversified","Dan Olsson",76,"Sweden","Gothenburg","Diversified","Diversified","Sweden","",FALSE,"M","","","",110.51,1.8,"$530,832,908,738 ",67,126.6,82.5,27.9,49.1,10285453,60.128161,18.643501,530832908738,7.90100705199242,4.70510601460069,1.54756250871601,4.84103250971008,2.5680421845777,2.67121618848989
